"pred_decade","elev_group","name","mean","sd","n_obs"
2050,"montane","fern",0.134001139591058,0.0324769327637391,404942
2050,"montane","graminoid",0.129412627960362,0.0207894000047999,404942
2050,"montane","herb",0.642698778108953,0.0393567970730464,404942
2050,"montane","light_cold",0.0802177746943469,0.0332503274769131,404942
2050,"montane","light_indiff",0.165542939496485,0.0420729873763239,404942
2050,"montane","light_warm",0.100689111463465,0.0292664947415721,404942
2050,"montane","mean_richness",41.9764554553492,4.30808460706259,404942
2050,"montane","mean_T",4.20215238827021,0.207322031793222,404942
2050,"montane","mean_turnover",56.7514732068553,7.92299644008997,404942
2050,"montane","shade_cold",0.043170010104367,0.0182394169086915,404942
2050,"montane","shade_indiff",0.2955049525155,0.0283799003439849,404942
2050,"montane","shade_warm",0.314875211725836,0.0548417545904184,404942
2050,"montane","shrub",0.093887454339627,0.0288697395343018,404942
2050,"montane","turnover_lost",30.4348438505023,5.82511773677208,404942
2050,"montane","turnover_new",26.6901163570208,5.49999094124191,404942
2050,"subalpine","fern",0.129514691796203,0.029360966834343,358481
2050,"subalpine","graminoid",0.145231847460237,0.0340421378887175,358481
2050,"subalpine","herb",0.634183639101991,0.0368843862653372,358481
2050,"subalpine","light_cold",0.239051823211507,0.114418890476031,358481
2050,"subalpine","light_indiff",0.176199380202119,0.0385316825266151,358481
2050,"subalpine","light_warm",0.114708629174675,0.0213523609631777,358481
2050,"subalpine","mean_richness",51.5681807404019,6.10801621694696,358481
2050,"subalpine","mean_T",3.48916263573746,0.300467999461092,358481
2050,"subalpine","mean_turnover",48.8881158562154,11.989735619672,358481
2050,"subalpine","shade_cold",0.0917100194141372,0.0279143871547372,358481
2050,"subalpine","shade_indiff",0.220766589675074,0.0641244468406459,358481
2050,"subalpine","shade_warm",0.157563558322488,0.0688783686494032,358481
2050,"subalpine","shrub",0.0910698216415688,0.0268893919068422,358481
2050,"subalpine","turnover_lost",24.692574646088,8.06543183376654,358481
2050,"subalpine","turnover_new",24.442981389491,7.22467743910252,358481
2050,"submontane","fern",0.123115175650921,0.0300005627182046,101043
2050,"submontane","graminoid",0.128003110132005,0.0219729658194958,101043
2050,"submontane","herb",0.651430288604502,0.0339436645856238,101043
2050,"submontane","light_cold",0.0650039021660136,0.0176698973634756,101043
2050,"submontane","light_indiff",0.160069798299026,0.0416165410027032,101043
2050,"submontane","light_warm",0.112441889024632,0.0286668983489994,101043
2050,"submontane","mean_richness",40.6331148619894,3.06871667882151,101043
2050,"submontane","mean_T",4.3808005087752,0.121243232500614,101043
2050,"submontane","mean_turnover",49.9215736200532,8.19372254477592,101043
2050,"submontane","shade_cold",0.0287269137002567,0.00980991724798403,101043
2050,"submontane","shade_indiff",0.285657939318765,0.0312339732639326,101043
2050,"submontane","shade_warm",0.348099557491306,0.0451423205480486,101043
2050,"submontane","shrub",0.0974514256125712,0.0261349757744506,101043
2050,"submontane","turnover_lost",24.9651224791362,5.21413936968727,101043
2050,"submontane","turnover_new",25.4658997581868,5.78666606483667,101043
2100,"montane","fern",0.122259403503782,0.0300131708101149,404942
2100,"montane","graminoid",0.136008681743508,0.0214232383647808,404942
2100,"montane","herb",0.643660690456665,0.0317599003281551,404942
2100,"montane","light_cold",0.0687242325598514,0.0190102964967575,404942
2100,"montane","light_indiff",0.166411000761754,0.0405627341082874,404942
2100,"montane","light_warm",0.107713595387598,0.0275555648355414,404942
2100,"montane","mean_richness",40.6518659462343,2.68993897855053,404942
2100,"montane","mean_T",4.3256689321646,0.121970761166528,404942
2100,"montane","mean_turnover",62.2503889042025,8.6149967573501,404942
2100,"montane","shade_cold",0.0343522586566198,0.012494544996744,404942
2100,"montane","shade_indiff",0.289228318782672,0.0251752854454386,404942
2100,"montane","shade_warm",0.333570593851504,0.0355969954384279,404942
2100,"montane","shrub",0.0980712242960452,0.0258856185155271,404942
2100,"montane","turnover_lost",33.9854481041307,7.24281800866155,404942
2100,"montane","turnover_new",28.5591220710335,5.19791781331544,404942
2100,"subalpine","fern",0.141064131399575,0.0339768396441635,358481
2100,"subalpine","graminoid",0.142520783610914,0.0215920006548399,358481
2100,"subalpine","herb",0.631163321391679,0.0345158728687169,358481
2100,"subalpine","light_cold",0.0988990474300122,0.0417607974802156,358481
2100,"subalpine","light_indiff",0.174477026967157,0.0448105131756446,358481
2100,"subalpine","light_warm",0.110956782282225,0.0214679712859057,358481
2100,"subalpine","mean_richness",41.5926309902059,2.4042922456417,358481
2100,"subalpine","mean_T",4.05236985293791,0.201952626982011,358481
2100,"subalpine","mean_turnover",73.3096797691585,6.18911614157214,358481
2100,"subalpine","shade_cold",0.0548564395743885,0.0176620965061605,358481
2100,"subalpine","shade_indiff",0.279960625489403,0.030118908570906,358481
2100,"subalpine","shade_warm",0.280850078256814,0.0390535611761173,358481
2100,"subalpine","shrub",0.085251763597832,0.0264603201305212,358481
2100,"subalpine","turnover_lost",43.4047630921002,5.97328739696422,358481
2100,"subalpine","turnover_new",30.1400352302284,4.58614807143199,358481
2100,"submontane","fern",0.12249452512812,0.0309373905543206,101043
2100,"submontane","graminoid",0.126871137747954,0.022435703193118,101043
2100,"submontane","herb",0.64509660967676,0.0336792582198583,101043
2100,"submontane","light_cold",0.0608028160094098,0.0166445951442463,101043
2100,"submontane","light_indiff",0.150217958886165,0.0386618088037418,101043
2100,"submontane","light_warm",0.116356431753541,0.0241794329079665,101043
2100,"submontane","mean_richness",39.417962649565,3.19242429642633,101043
2100,"submontane","mean_T",4.44813798848181,0.110503229949925,101043
