"pred_decade","name","pred_gcm","pred_wind","delta_change_min","delta_change_q5","delta_change_q25","delta_change_median","delta_change_q75","delta_change_q95","delta_change_max","rel_change_min","rel_change_q5","rel_change_q25","rel_change_median","rel_change_q75","rel_change_q95","rel_change_max"
2100,"richness","ICHEC-EC-EARTH_rcp85_r12i1p1_KNMI-RACMO22E","0",-3.66693889638229,-3.62949867316933,-3.55038254830151,-3.33843899008174,-3.17676114503056,-2.75349886519537,-2.46636883347639,-12.042727287509,-11.9197684898639,-11.6599403490766,-10.9638888074207,-10.4329167210561,-9.04286568634343,-8.09989151476479
2050,"eivTemp","ICHEC-EC-EARTH_rcp85_r12i1p1_KNMI-RACMO22E","15",0.223717886409624,0.227430710007454,0.234421838419846,0.240973978466168,0.244291124486458,0.25450206447956,0.258140159639123,6.00979331694454,6.1095318886043,6.29733643782914,6.47334832536313,6.56245770460859,6.83675691203945,6.93448803370898
2050,"lost","ICHEC-EC-EARTH_rcp85_r12i1p1_KNMI-RACMO22E","15",-4,-4,-4,-4,-3,-3,-3,-2.29885057471264,-2.29885057471264,-2.29885057471264,-2.29885057471264,-1.72413793103448,-1.72413793103448,-1.72413793103448
2050,"richness","ICHEC-EC-EARTH_rcp85_r12i1p1_KNMI-RACMO22E","15",-0.177934123493589,-0.158544581279079,-0.109424199447988,-0.00391571212748865,0.0978783433934618,0.862773723894293,0.899046347687513,-0.584359921156388,-0.520682020946662,-0.359363989922544,-0.0128597324962956,0.321445824473246,2.83346654015376,2.95259078211348
2100,"eivTemp","ICHEC-EC-EARTH_rcp85_r12i1p1_KNMI-RACMO22E","15",0.579443911457433,0.580026190454619,0.583418213838494,0.586427064949163,0.591263708077788,0.60292763731205,0.607345064655804,15.5657565092716,15.5813984254458,15.672519255302,15.7533468260734,15.8832748618569,16.1966061072319,16.3152726374528
2100,"lost","ICHEC-EC-EARTH_rcp85_r12i1p1_KNMI-RACMO22E","15",-14,-13.55,-13,-13,-13,-13,-13,-8.04597701149425,-7.78735632183908,-7.47126436781609,-7.47126436781609,-7.47126436781609,-7.47126436781609,-7.47126436781609
2100,"richness","ICHEC-EC-EARTH_rcp85_r12i1p1_KNMI-RACMO22E","15",-3.18509461332199,-3.18281251084484,-3.12100533739901,-2.98710533439144,-2.81750438999336,-2.59908556264792,-2.45022939016689,-10.4602849671133,-10.4527902314357,-10.2498070470269,-9.81006118117471,-9.25306855631668,-8.53575134801149,-8.0468873824788
2050,"eivTemp","MPI-M-MPI-ESM-LR_rcp45_r1i1p1_SMHI-RCA4","0",0.389042247979964,0.389523049591902,0.390858209105606,0.392458773750259,0.394510998167519,0.403975100645214,0.407503710122343,10.4509457846303,10.4638616867094,10.4997284332235,10.5427248286353,10.5978542811152,10.8520909929586,10.9468809715074
2050,"lost","MPI-M-MPI-ESM-LR_rcp45_r1i1p1_SMHI-RCA4","0",-16,-15.55,-14,-13.5,-13,-12,-12,-9.19540229885057,-8.9367816091954,-8.04597701149425,-7.75862068965517,-7.47126436781609,-6.89655172413793,-6.89655172413793
2050,"richness","MPI-M-MPI-ESM-LR_rcp45_r1i1p1_SMHI-RCA4","0",-6.67991569361899,-6.67798340247044,-6.66442115710736,-6.64539438219664,-6.61590016264379,-6.47650723105367,-6.45743730811859,-21.9377538799923,-21.9314079724112,-21.8868677095573,-21.824381186633,-21.7275181483688,-21.2697327561436,-21.2071045292245
2100,"eivTemp","MPI-M-MPI-ESM-LR_rcp45_r1i1p1_SMHI-RCA4","0",0.643188339129983,0.643487884539008,0.644898535377979,0.647128688878533,0.649543711266823,0.65701868121748,0.662354752585073,17.2781400900708,17.2861868583743,17.3240815485157,17.3839907574685,17.4488661487139,17.6496682623704,17.7930125722884
2100,"lost","MPI-M-MPI-ESM-LR_rcp45_r1i1p1_SMHI-RCA4","0",-29,-28.55,-26.75,-26,-26,-24.45,-24,-16.6666666666667,-16.4080459770115,-15.3735632183908,-14.9425287356322,-14.9425287356322,-14.051724137931,-13.7931034482759
2100,"richness","MPI-M-MPI-ESM-LR_rcp45_r1i1p1_SMHI-RCA4","0",-7.85252745625619,-7.84586854775085,-7.81304556801539,-7.78552597788694,-7.75390385509671,-7.6427560482425,-7.55923078524779,-25.7887707828092,-25.7669020193997,-25.6591068788513,-25.5687287928385,-25.4648774302236,-25.0998528785818,-24.8255445270423
2050,"eivTemp","MPI-M-MPI-ESM-LR_rcp45_r1i1p1_SMHI-RCA4","15",0.393873125490273,0.396643169734424,0.400632184491606,0.402462419891158,0.410255729824849,0.428792475251601,0.434341310634643,10.5807189370697,10.6551313752225,10.762289343741,10.8114554459655,11.0208092115853,11.5187667534317,11.6678265999063
2050,"lost","MPI-M-MPI-ESM-LR_rcp45_r1i1p1_SMHI-RCA4","15",-16,-16,-14.75,-14,-13,-12,-12,-9.19540229885057,-9.19540229885057,-8.47701149425287,-8.04597701149425,-7.47126436781609,-6.89655172413793,-6.89655172413793
2050,"richness","MPI-M-MPI-ESM-LR_rcp45_r1i1p1_SMHI-RCA4","15",-6.56716284966669,-6.55527759333504,-6.52797131408294,-6.47669254776939,-6.41468750650691,-6.12801237989695,-6.12125404585029,-21.5674581676889,-21.5284253654556,-21.4387478214436,-21.2703413615042,-21.0667083522082,-20.1252281510296,-20.1030328605866
2100,"eivTemp","MPI-M-MPI-ESM-LR_rcp45_r1i1p1_SMHI-RCA4","15",0.649515492407754,0.650981615502195,0.654611488850576,0.659143818296428,0.663883476678849,0.673143792009773,0.676429146456994,17.4481080979681,17.4874929541197,17.5850032110802,17.7067563871495,17.8340790958001,18.0828414191071,18.1710967728366
2100,"lost","MPI-M-MPI-ESM-LR_rcp45_r1i1p1_SMHI-RCA4","15",-27,-27,-26.75,-26,-26,-24.45,-24,-15.5172413793103,-15.5172413793103,-15.3735632183908,-14.9425287356322,-14.9425287356322,-14.051724137931,-13.7931034482759
2100,"richness","MPI-M-MPI-ESM-LR_rcp45_r1i1p1_SMHI-RCA4","15",-7.74094990433399,-7.71592485997133,-7.67115999935219,-7.61358746324324,-7.56920746449251,-7.38188315098573,-7.27439945584909,-25.4223348897725,-25.3401492321618,-25.1931353266311,-25.0040592685887,-24.858309301906,-24.2431107164844,-23.8901196072894
2050,"eivTemp","MPI-M-MPI-ESM-LR_rcp85_r1i1p1_SMHI-RCA4","0",0.409504676508144,0.409961954851056,0.411795667893494,0.413146703061113,0.415327648872056,0.426509981152607,0.433035992612464,11.0006334658019,11.0129174560242,11.0621769790981,11.0984701975422,11.1570575271902,11.4574515050077,11.6327614933469
2050,"lost","MPI-M-MPI-ESM-LR_rcp85_r1i1p1_SMHI-RCA4","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,"richness","MPI-M-MPI-ESM-LR_rcp85_r1i1p1_SMHI-RCA4","0",-3.69214752228539,-3.67907384443109,-3.65975671686334,-3.62111870218149,-3.55176924251504,-3.25913633387546,-3.19822179241289,-12.1255158519281,-12.0825801113845,-12.0191400307478,-11.8922475226116,-11.6644944419363,-10.7034480722861,-10.5033964130122
2100,"eivTemp","MPI-M-MPI-ESM-LR_rcp85_r1i1p1_SMHI-RCA4","0",0.905009599015393,0.906036083409312,0.908280415396179,0.911296659502104,0.919130239017229,0.926455742159006,0.926728096747263,24.3115145025767,24.3390892269294,24.3993793163458,24.4804054871226,24.6908410252608,24.8876279721217,24.8949443061467
2100,"lost","MPI-M-MPI-ESM-LR_rcp85_r1i1p1_SMHI-RCA4","0",-59,-58.55,-57.75,-57,-56,-56,-56,-33.9080459770115,-33.6494252873563,-33.1896551724138,-32.7586206896552,-32.183908045977,-32.183908045977,-32.183908045977
2100,"richness","MPI-M-MPI-ESM-LR_rcp85_r1i1p1_SMHI-RCA4","0",-8.12375616854799,-8.08984268901265,-8.04515186253714,-7.95762528543634,-7.77244998646561,-7.66814461181815,-7.65720572006299,-26.6795228533972,-26.568146362827,-26.4213755955178,-26.1339263829133,-25.5257854542254,-25.1832323828503,-25.1473075709138
2050,"eivTemp","MPI-M-MPI-ESM-LR_rcp85_r1i1p1_SMHI-RCA4","15",0.414390414876263,0.4167311551294,0.420195593337333,0.424117073116503,0.426674170974658,0.454800973658636,0.463408787620203,11.1318803601128,11.1947602905277,11.2878264191379,11.3931701775098,11.4618621800373,12.2174399906004,12.4486739953997
2050,"lost","MPI-M-MPI-ESM-LR_rcp85_r1i1p1_SMHI-RCA4","15",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,"richness","MPI-M-MPI-ESM-LR_rcp85_r1i1p1_SMHI-RCA4","15",-3.34607029079219,-3.34466323718916,-3.32516952662104,-3.26690176363214,-3.16294481217306,-2.5330789759227,-2.48485654727889,-10.9889510394081,-10.9843300835376,-10.9203100802523,-10.7289508023486,-10.3875420002282,-8.31897671784368,-8.16060768751386
2100,"eivTemp","MPI-M-MPI-ESM-LR_rcp85_r1i1p1_SMHI-RCA4","15",0.909632622277983,0.910939535250906,0.913489418386183,0.917612072842299,0.919534271514796,0.928351889234619,0.929830170243723,24.4357040108609,24.4708119630079,24.5393101545084,24.6500581219421,24.7016946581227,24.9385646772991,24.9782761347586
2100,"lost","MPI-M-MPI-ESM-LR_rcp85_r1i1p1_SMHI-RCA4","15",-59,-58.1,-56.75,-55.5,-55,-53.45,-53,-33.9080459770115,-33.3908045977011,-32.6149425287356,-31.8965517241379,-31.6091954022989,-30.7183908045977,-30.4597701149425
2100,"richness","MPI-M-MPI-ESM-LR_rcp85_r1i1p1_SMHI-RCA4","15",-8.00516850865159,-7.99127912491645,-7.96431322920736,-7.89041789960509,-7.79370472638601,-7.60426656456121,-7.57058577202569,-26.2900648100126,-26.2444501801427,-26.155890502094,-25.9132081647639,-25.595588918003,-24.9734481665022,-24.8628358517639
